"Folio";"Type";"Date";"Nom fichier transmis";"App Amont Nb piéce";"App Amont Débit";"App Amont Crédit";"SI Finance Nb piece";"SI Finance Débit";"SI Finance Crédit";"Ecarts Nb Piece";"Ecarts Débit";"Ecarts Crédit";"Somme Amont Fichier";"Somme Ecart Fichier";"Montant Interface OA";"Nb Pieces OA";"Montant OA ";"Ecart Nb Piece Calcule";"Ecart Mt Calcule";"Statut Verification"
"GCA";"CLIENTS";"20/07/2026";"FAC02_SRC_FACTURESCLIENTS_180726-005905_ST_FAC02_639199331459714215_001";"988";"5055974,79";"5055974,79";"988";"5065174,79";"5065174,79";"0";"-9200";"-9200";"5055974,79";"-9200";"-4600";"987";"5060574,79";"1";"-4600,00";"KO"
"GCA";"CLIENTS";"10/07/2026";"FAC02_SRC_FACTURESCLIENTS_100726-011026_ST_FAC02_639192426267212556_001";"2474";"9164522,51";"9164522,51";"0";"0";"0";"2474";"9164522,51";"9164522,51";"9164522,51";"9164522,51";"0";"2474";"9164522,51";"0";"0,00";"OK"
"GCA";"CLIENTS";"03/07/2026";"FAC02_SRC_FACTURESCLIENTS_030726-005913_ST_FAC02_639186371537075584_001";"3049";"10724557,01";"10724557,01";"3048";"10724557,01";"10724557,01";"1";"0";"0";"10724557,01";"0";"0";"3048";"10724557,01";"1";"0,00";"KO"
"GER";"GL";"21/07/2026";"FAC02_SRC_ECRITURESGL_210726-011111";"51";"31119,22";"31119,22";"0";"0";"0";"51";"31119,22";"31119,22";"31119,22";"31119,22";"0";"51";"31119,22";"0";"0,00";"OK"
"GER";"GL";"04/07/2026";"FAC02_SRC_ECRITURESGL_040726-011149";"36";"11971,96";"11971,96";"0";"0";"0";"36";"11971,96";"11971,96";"11971,96";"11971,96";"0";"0";"0";"36";"11971,96";"KO"
"HAF";"FOURNISSEURS";"20/07/2026";"PRN01_SRC_FACTURESFOURNISSEURS_20260720_205014";"26";"111497,74";"111497,74";"0";"0";"0";"26";"111497,74";"111497,74";"111497,74";"111497,74";"111365,74";"23";"101164,57";"3";"10333,17";"KO"
"HAF";"FOURNISSEURS";"20/07/2026";"PRN01_SRC_FACTURESFOURNISSEURS_20260720_205811";"51";"105280,7";"105280,7";"0";"0";"0";"51";"105280,7";"105280,7";"105280,7";"105280,7";"105280,7";"51";"105280,7";"0";"0,0";"OK"
"HAF";"FOURNISSEURS";"15/07/2026";"PRN01_SRC_FACTURESFOURNISSEURS_20260713_204844";"22";"317526,68";"317526,68";"19";"298599,26";"298599,26";"3";"18927,42";"18927,42";"635053,36";"317526,68";"317325,65";"22";"317526,68";"0";"0,00";"OK"
"HAF";"FOURNISSEURS";"14/07/2026";"PRN01_SRC_FACTURESFOURNISSEURS_20260713_204844";"22";"317526,68";"317526,68";"3";"18927,42";"18927,42";"19";"298599,26";"298599,26";"635053,36";"317526,68";"317325,65";"22";"317526,68";"0";"0,00";"OK"
"IGP";"CLIENTS";"21/07/2026";"FAC02_SRC_FACTURESCLIENTS_210726-005444_ST_FAC02_639201920843637486_001";"42";"143907,96";"143907,96";"0";"0";"0";"42";"143907,96";"143907,96";"143907,96";"143907,96";"0";"42";"126039,7";"0";"17868,26";"KO"
"IGP";"CLIENTS";"10/07/2026";"FAC02_SRC_FACTURESCLIENTS_100726-011026_ST_FAC02_639192426267212556_001";"41";"392252,08";"392252,08";"0";"0";"0";"41";"392252,08";"392252,08";"392252,08";"392252,08";"0";"41";"392252,08";"0";"0,00";"OK"
"IGP";"CLIENTS";"29/06/2026";"FAC02_SRC_FACTURESCLIENTS_270626-005428_ST_FAC02_639181184681528721_001";"27";"7116055,65";"7116055,65";"27";"7433702,69";"7433702,69";"0";"-317647,04";"-317647,04";"7116055,65";"-317647,04";"-556,2";"26";"7116611,85";"1";"-556,20";"KO"
"ING";"FOURNISSEURS";"21/07/2026";"FAC02_SRC_FACTURESFOURNISSEURS_210726-011006_ST_FAC02_639201930060338021_001";"39";"101231,3";"101231,3";"0";"0";"0";"39";"101231,3";"101231,3";"101231,3";"101231,3";"101231,3";"39";"101231,3";"0";"0,0";"OK"
"ING";"FOURNISSEURS";"03/07/2026";"FAC02_SRC_FACTURESFOURNISSEURS_020726-060434_ST_FAC02_639185690741033341_001";"326";"3748960,62";"3748960,62";"325";"3669141,8";"3669141,8";"1";"79818,82";"79818,82";"3748960,62";"79818,82";"3669141,8";"325";"3669141,8";"1";"79818,82";"KO"
"NOT";"FOURNISSEURS";"20/07/2026";"NOT01_SRC_FACTURESFOURNISSEURS_20260720232529";"105";"2791,94";"2791,94";"0";"0";"0";"105";"2791,94";"2791,94";"2791,94";"2791,94";"2791,94";"105";"2791,94";"0";"0,00";"OK"
"RNE";"CLIENTS";"21/07/2026";"FAC02_SRC_FACTURESCLIENTS_210726-005444_ST_FAC02_639201920843637486_001";"1";"4617,36";"4617,36";"0";"0";"0";"1";"4617,36";"4617,36";"4617,36";"4617,36";"0";"1";"3847,8";"0";"769,56";"KO"
"RNE";"CLIENTS";"10/07/2026";"FAC02_SRC_FACTURESCLIENTS_100726-011026_ST_FAC02_639192426267212556_001";"1";"1882,64";"1882,64";"0";"0";"0";"1";"1882,64";"1882,64";"1882,64";"1882,64";"0";"1";"1882,64";"0";"0,00";"OK"
"SVB";"CLIENTS";"21/07/2026";"FAC02_SRC_FACTURESCLIENTS_210726-005444_ST_FAC02_639201920843637486_001";"1";"-21774,47";"-21774,47";"0";"0";"0";"1";"-21774,47";"-21774,47";"-21774,47";"-21774,47";"0";"1";"-18145,39";"0";"-3629,08";"KO"
"SVB";"CLIENTS";"10/07/2026";"FAC02_SRC_FACTURESCLIENTS_100726-011026_ST_FAC02_639192426267212556_001";"3";"1528573,95";"1528573,95";"0";"0";"0";"3";"1528573,95";"1528573,95";"1528573,95";"1528573,95";"0";"3";"1528573,95";"0";"0,00";"OK"
"SVD";"CLIENTS";"21/07/2026";"FAC02_SRC_FACTURESCLIENTS_210726-005444_ST_FAC02_639201920843637486_001";"806";"524605,48";"524605,48";"0";"0";"0";"806";"524605,48";"524605,48";"524605,48";"524605,48";"0";"806";"495850,1";"0";"28755,38";"KO"
"SVD";"CLIENTS";"10/07/2026";"FAC02_SRC_FACTURESCLIENTS_100726-011026_ST_FAC02_639192426267212556_001";"358";"212529,06";"212529,06";"0";"0";"0";"358";"212529,06";"212529,06";"212529,06";"212529,06";"0";"358";"212529,06";"0";"0,00";"OK"
"VTC";"CLIENTS";"21/07/2026";"FAC02_SRC_FACTURESCLIENTS_210726-005444_ST_FAC02_639201920843637486_001";"13";"94332,99";"94332,99";"0";"0";"0";"13";"94332,99";"94332,99";"94332,99";"94332,99";"0";"13";"78866,54";"0";"15466,45";"KO"
"VTC";"CLIENTS";"10/07/2026";"FAC02_SRC_FACTURESCLIENTS_100726-011026_ST_FAC02_639192426267212556_001";"14";"38184,94";"38184,94";"0";"0";"0";"14";"38184,94";"38184,94";"38184,94";"38184,94";"0";"14";"38184,94";"0";"0,00";"OK"
